TOUCHSCREEN;ldpi;GSM;small;ARM7;ANDROID15;5
TOUCHSCREEN;ldpi;GSM;ANDROID16;small;ARM7;9
TOUCHSCREEN;ldpi;ANDROID21;GSM;small;ARM7;87
TOUCHSCREEN;ldpi;ANDROID22;GSM;small;ARM7;33
TOUCHSCREEN;ldpi;GSM;ANDROID23;small;ARM7;4
TOUCHSCREEN;ldpi;GSM;ANDROID232;small;ARM7;4
TOUCHSCREEN;ldpi;GSM;ANDROID233;small;ARM7;67
TOUCHSCREEN;ldpi;GSM;ANDROID237;small;ARM7;67
TOUCHSCREEN;ldpi;ANDROID31;GSM;small;ARM7;12
TOUCHSCREEN;ldpi;GSM;ANDROID32;small;ARM7;37
TOUCHSCREEN;ldpi;GSM;small;ARM7;ANDROID40;1
TOUCHSCREEN;ldpi;ANDROID402;GSM;small;ARM7;1
TOUCHSCREEN;ldpi;GSM;ANDROID403;small;ARM7;24
TOUCHSCREEN;ldpi;GSM;ANDROID404;small;ARM7;24
TOUCHSCREEN;ldpi;GSM;ANDROID41;small;ARM7;3
TOUCHSCREEN;hdpi;GSM;small;ARM7;ANDROID15;7
TOUCHSCREEN;hdpi;GSM;ANDROID16;small;ARM7;14
TOUCHSCREEN;hdpi;ANDROID21;GSM;small;ARM7;134
TOUCHSCREEN;ANDROID22;hdpi;GSM;small;ARM7;51
TOUCHSCREEN;hdpi;GSM;ANDROID23;small;ARM7;5
TOUCHSCREEN;hdpi;GSM;ANDROID232;small;ARM7;5
TOUCHSCREEN;hdpi;GSM;ANDROID233;small;ARM7;103
TOUCHSCREEN;hdpi;GSM;ANDROID237;small;ARM7;103
TOUCHSCREEN;ANDROID31;hdpi;GSM;small;ARM7;18
TOUCHSCREEN;hdpi;GSM;ANDROID32;small;ARM7;58
TOUCHSCREEN;hdpi;GSM;small;ARM7;ANDROID40;2
TOUCHSCREEN;hdpi;ANDROID402;GSM;small;ARM7;2
TOUCHSCREEN;hdpi;GSM;ANDROID403;small;ARM7;38
TOUCHSCREEN;hdpi;GSM;ANDROID404;small;ARM7;38
TOUCHSCREEN;hdpi;GSM;ANDROID41;small;ARM7;4
TOUCHSCREEN;ldpi;GSM;normal;ARM7;ANDROID15;17
TOUCHSCREEN;ldpi;GSM;normal;ANDROID16;ARM7;34
TOUCHSCREEN;ldpi;ANDROID21;GSM;normal;ARM7;315
TOUCHSCREEN;ldpi;ANDROID22;GSM;normal;ARM7;119
TOUCHSCREEN;ldpi;GSM;normal;ANDROID23;ARM7;13
TOUCHSCREEN;ldpi;GSM;normal;ANDROID232;ARM7;13
TOUCHSCREEN;ldpi;GSM;normal;ANDROID233;ARM7;243
TOUCHSCREEN;ldpi;GSM;normal;ANDROID237;ARM7;243
TOUCHSCREEN;ldpi;ANDROID31;GSM;normal;ARM7;43
TOUCHSCREEN;ldpi;GSM;ANDROID32;normal;ARM7;136
TOUCHSCREEN;ldpi;GSM;normal;ARM7;ANDROID40;4
TOUCHSCREEN;ldpi;ANDROID402;GSM;normal;ARM7;4
TOUCHSCREEN;ldpi;GSM;normal;ANDROID403;ARM7;88
TOUCHSCREEN;ldpi;GSM;normal;ANDROID404;ARM7;88
TOUCHSCREEN;ldpi;GSM;normal;ANDROID41;ARM7;10
TOUCHSCREEN;GSM;normal;mdpi;ARM7;ANDROID15;48
TOUCHSCREEN;GSM;normal;ANDROID16;mdpi;ARM7;97
TOUCHSCREEN;ANDROID21;GSM;normal;mdpi;ARM7;897
TOUCHSCREEN;ANDROID22;GSM;normal;mdpi;ARM7;339
TOUCHSCREEN;GSM;normal;mdpi;ANDROID23;ARM7;36
TOUCHSCREEN;GSM;normal;mdpi;ANDROID232;ARM7;36
TOUCHSCREEN;GSM;normal;mdpi;ANDROID233;ARM7;693
TOUCHSCREEN;GSM;normal;ANDROID237;mdpi;ARM7;693
TOUCHSCREEN;ANDROID31;GSM;normal;mdpi;ARM7;121
TOUCHSCREEN;GSM;ANDROID32;normal;mdpi;ARM7;388
TOUCHSCREEN;GSM;normal;mdpi;ARM7;ANDROID40;12
TOUCHSCREEN;ANDROID402;GSM;normal;mdpi;ARM7;12
TOUCHSCREEN;GSM;normal;mdpi;ANDROID403;ARM7;252
TOUCHSCREEN;GSM;normal;mdpi;ANDROID404;ARM7;252
TOUCHSCREEN;GSM;normal;ANDROID41;mdpi;ARM7;29
TOUCHSCREEN;hdpi;GSM;normal;ARM7;ANDROID15;221
TOUCHSCREEN;hdpi;GSM;normal;ANDROID16;ARM7;441
TOUCHSCREEN;hdpi;ANDROID21;GSM;normal;ARM7;4081
TOUCHSCREEN;ANDROID22;hdpi;GSM;normal;ARM7;1544
TOUCHSCREEN;hdpi;GSM;normal;ANDROID23;ARM7;165
TOUCHSCREEN;hdpi;GSM;normal;ANDROID232;ARM7;165
TOUCHSCREEN;hdpi;GSM;normal;ANDROID233;ARM7;3154
TOUCHSCREEN;hdpi;GSM;normal;ANDROID237;ARM7;3154
TOUCHSCREEN;ANDROID31;hdpi;GSM;normal;ARM7;551
TOUCHSCREEN;hdpi;GSM;ANDROID32;normal;ARM7;1765
TOUCHSCREEN;hdpi;GSM;normal;ARM7;ANDROID40;55
TOUCHSCREEN;hdpi;ANDROID402;GSM;normal;ARM7;55
TOUCHSCREEN;hdpi;GSM;normal;ANDROID403;ARM7;1147
TOUCHSCREEN;hdpi;GSM;normal;ANDROID404;ARM7;1147
TOUCHSCREEN;hdpi;GSM;normal;ANDROID41;ARM7;132
TOUCHSCREEN;GSM;normal;ARM7;xhdpi;ANDROID15;95
TOUCHSCREEN;GSM;normal;ANDROID16;ARM7;xhdpi;190
TOUCHSCREEN;ANDROID21;GSM;normal;ARM7;xhdpi;1753
TOUCHSCREEN;ANDROID22;GSM;normal;ARM7;xhdpi;663
TOUCHSCREEN;GSM;normal;ANDROID23;ARM7;xhdpi;71
TOUCHSCREEN;GSM;normal;ANDROID232;ARM7;xhdpi;71
TOUCHSCREEN;GSM;normal;ANDROID233;ARM7;xhdpi;1355
TOUCHSCREEN;GSM;normal;ANDROID237;ARM7;xhdpi;1355
TOUCHSCREEN;ANDROID31;GSM;normal;ARM7;xhdpi;237
TOUCHSCREEN;GSM;ANDROID32;normal;ARM7;xhdpi;758
TOUCHSCREEN;GSM;normal;ARM7;xhdpi;ANDROID40;24
TOUCHSCREEN;ANDROID402;GSM;normal;ARM7;xhdpi;24
TOUCHSCREEN;GSM;normal;ANDROID403;ARM7;xhdpi;493
TOUCHSCREEN;GSM;normal;ANDROID404;ARM7;xhdpi;493
TOUCHSCREEN;GSM;normal;ANDROID41;ARM7;xhdpi;57
TOUCHSCREEN;ldpi;GSM;ARM7;large;ANDROID15;0
TOUCHSCREEN;ldpi;GSM;ANDROID16;ARM7;large;1
TOUCHSCREEN;ldpi;ANDROID21;GSM;ARM7;large;8
TOUCHSCREEN;ldpi;ANDROID22;GSM;ARM7;large;3
TOUCHSCREEN;ldpi;GSM;ANDROID23;ARM7;large;0
TOUCHSCREEN;ldpi;GSM;ANDROID232;ARM7;large;0
TOUCHSCREEN;ldpi;GSM;ANDROID233;ARM7;large;6
TOUCHSCREEN;ldpi;GSM;ANDROID237;ARM7;large;6
TOUCHSCREEN;ldpi;ANDROID31;GSM;ARM7;large;1
TOUCHSCREEN;ldpi;GSM;ANDROID32;ARM7;large;3
TOUCHSCREEN;ldpi;GSM;ARM7;large;ANDROID40;0
TOUCHSCREEN;ldpi;ANDROID402;GSM;ARM7;large;0
TOUCHSCREEN;ldpi;GSM;ANDROID403;ARM7;large;2
TOUCHSCREEN;ldpi;GSM;ANDROID404;ARM7;large;2
TOUCHSCREEN;ldpi;GSM;ANDROID41;ARM7;large;0
TOUCHSCREEN;GSM;mdpi;ARM7;large;ANDROID15;11
TOUCHSCREEN;GSM;ANDROID16;mdpi;ARM7;large;21
TOUCHSCREEN;ANDROID21;GSM;mdpi;ARM7;large;196
TOUCHSCREEN;ANDROID22;GSM;mdpi;ARM7;large;74
TOUCHSCREEN;GSM;mdpi;ANDROID23;ARM7;large;8
TOUCHSCREEN;GSM;mdpi;ANDROID232;ARM7;large;8
TOUCHSCREEN;GSM;mdpi;ANDROID233;ARM7;large;152
TOUCHSCREEN;GSM;ANDROID237;mdpi;ARM7;large;152
TOUCHSCREEN;ANDROID31;GSM;mdpi;ARM7;large;27
TOUCHSCREEN;GSM;ANDROID32;mdpi;ARM7;large;85
TOUCHSCREEN;GSM;mdpi;ARM7;large;ANDROID40;3
TOUCHSCREEN;ANDROID402;GSM;mdpi;ARM7;large;3
TOUCHSCREEN;GSM;mdpi;ANDROID403;ARM7;large;55
TOUCHSCREEN;GSM;mdpi;ANDROID404;ARM7;large;55
TOUCHSCREEN;GSM;ANDROID41;mdpi;ARM7;large;6
TOUCHSCREEN;GSM;ARM7;xhdpi;large;ANDROID15;17
TOUCHSCREEN;GSM;ANDROID16;ARM7;xhdpi;large;33
